Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
955,Mercedes,2016,3.5,Hibrido,Automatico,26690,Usado,31002.45,E-Class
956,Mercedes,2016,4,Gasolina,Manual,56653,Usado,39418.62,GLC
957,Ford,2001,2.3,Gasolina,Manual,130893,Usado,3776.78,Focus
958,Ford,2005,4.6,Gasolina,Automatico,131625,Usado,4810.33,Explorer
959,Honda,2013,2.4,Gasolina,Automatico,66938,Usado,11067.79,CR-V
960,BMW,2005,5,Gasolina,Manual,136726,Usado,8213.51,5 Series
961,Toyota,2001,1.8,Gasolina,Manual,157236,Usado,8008.14,RAV4
963,BMW,2009,3,Gasolina,Automatico,140107,Usado,17376.41,5 Series
964,Audi,2020,2,Diesel,Manual,25939,Usado,23579.9,Q5
966,Mercedes,2001,2.5,Gasolina,Manual,116361,Usado,6431.55,C-Class
967,Ford,2021,2,Diesel,Automatico,6283,Usado,15046.37,Focus
968,Toyota,2015,2.5,Gasolina,Automatico,87161,Usado,13202.85,Camry
969,Toyota,2001,2.4,Gasolina,Automatico,159608,Usado,8626.47,RAV4
974,Audi,2018,2,Diesel,Automatico,22735,Usado,23657.93,Q5
975,Audi,2006,1.8,Gasolina,Automatico,128380,Usado,13174.84,A4
976,Mercedes,2021,1.3,Gasolina,Automatico,15198,Usado,39209.88,GLA
977,Honda,2011,1.5,Hibrido,Automatico,54892,Usado,7949.24,Fit
978,Ford,2023,1,Hibrido,Automatico,27433,Usado,20756.81,Focus
979,Ford,2014,2.3,Gasolina,Manual,103785,Usado,11838,Focus
981,Mercedes,2005,3.2,Gasolina,Automatico,176765,Usado,12302.8,C-Class
982,BMW,2009,2.5,Gasolina,Manual,137352,Usado,12819.5,X3
983,Honda,2002,1.2,Gasolina,Automatico,139759,Usado,5762.36,Fit
984,Mercedes,2018,1.5,Gasolina,Manual,43985,Usado,37701.86,E-Class
985,Honda,2016,1.2,Gasolina,Automatico,36649,Usado,14345.89,Fit
986,Honda,2006,1.5,Gasolina,Automatico,99200,Usado,6308.99,Fit
987,Honda,2020,1.2,Gasolina,Manual,54214,Usado,17527,Fit
988,Mercedes,2019,3,Gasolina,Manual,20887,Usado,22568.84,C-Class
990,Ford,2013,3.5,Gasolina,Automatico,65808,Usado,8569.61,Explorer
991,Ford,2019,1,Hibrido,Automatico,26437,Usado,8161.04,Fiesta
992,Tesla,2021,NA,Electrico,Automatico,28902,Usado,88097.15,Model X
993,Honda,2014,2.2,Diesel,Automatico,73151,Usado,12046.21,CR-V
995,Toyota,2007,2.2,Diesel,Manual,108546,Usado,8150.7,RAV4
996,Mercedes,2020,4,Gasolina,Automatico,52423,Usado,43775.31,E-Class
997,Toyota,2014,1.8,Gasolina,Automatico,97726,Usado,13816.9,Corolla
998,Tesla,2021,NA,Electrico,Automatico,24238,Usado,49481.62,Model Y
1002,Honda,2007,3,Gasolina,Automatico,115859,Usado,7939.41,Accord
1003,Ford,2016,1.25,Gasolina,Automatico,64892,Usado,13006.42,Fiesta
1004,Toyota,2001,2,Diesel,Manual,153061,Usado,7642.81,RAV4
1005,Audi,2023,2,Gasolina,Automatico,0,Nuevo,36770.57,A4
1007,BMW,2007,3,Diesel,Manual,94618,Usado,10877.27,X5
1008,Honda,2011,2.2,Diesel,Automatico,77434,Usado,12720.89,CR-V
1009,Toyota,2000,1.5,Hibrido,Automatico,125530,Usado,6590.35,Prius
1010,Honda,2009,2.2,Diesel,Automatico,120509,Usado,9503.39,CR-V
1011,Toyota,2019,1.8,Hibrido,Automatico,36732,Usado,17515.07,Corolla
1013,BMW,2005,3.2,Gasolina,Automatico,116361,Usado,5488.39,3 Series
1014,Audi,2006,2,Diesel,Manual,132464,Usado,13058.03,A4
1015,Honda,2019,1.2,Gasolina,Manual,28580,Usado,11887.57,Fit
1016,Mercedes,2022,4,Gasolina,Automatico,23627,Usado,53200,GLC
1017,Audi,2017,1.5,Gasolina,Automatico,65997,Usado,19510.28,A3
1021,Ford,2018,2,Gasolina,Automatico,35388,Usado,17887.73,Explorer
1022,Ford,2010,1.6,Gasolina,Automatico,85501,Usado,3438.81,Fiesta
1023,Ford,2023,1,Gasolina,Automatico,29277,Usado,20696.41,Fiesta
1024,Ford,2011,1.5,Diesel,Manual,54886,Usado,5407.21,Fiesta
1026,Toyota,2007,2.5,Gasolina,Automatico,129877,Usado,10638.05,RAV4
1027,Tesla,2023,NA,Electrico,Automatico,28157,Usado,82065,Model S
1030,Ford,2004,1.6,Gasolina,Manual,163374,Usado,3024.96,Fiesta
1031,Mercedes,2020,2,Gasolina,Manual,58735,Usado,40289.2,GLC
1032,BMW,2007,2,Gasolina,Manual,114525,Usado,12796.94,5 Series
1033,BMW,2022,1.6,Gasolina,Automatico,13324,Usado,40240.64,3 Series
1034,Toyota,2008,1.8,Gasolina,Manual,131699,Usado,8300.64,Corolla
1036,Ford,2014,1.6,Diesel,Automatico,94859,Usado,9175.16,Fiesta
1038,Audi,2013,3,Gasolina,Automatico,71613,Usado,15038.68,A4
1039,Honda,2007,2.4,Gasolina,Manual,106609,Usado,6900.62,Accord
1040,Audi,2017,1.4,Gasolina,Automatico,30431,Usado,22404.96,A4
1041,Honda,2009,2,Gasolina,Manual,92685,Usado,5906.1,Accord
1043,Ford,2005,4,Gasolina,Automatico,156004,Usado,6090.2,Explorer
1044,Audi,2011,3,Diesel,Manual,60368,Usado,17591.9,Q7
1046,Honda,2006,2.4,Gasolina,Automatico,140832,Usado,9812.38,Accord
1047,BMW,2015,2,Gasolina,Automatico,56422,Usado,14061.03,X3
1049,Audi,2012,2,Diesel,Automatico,72852,Usado,15298.96,A4
1050,Mercedes,2002,2.8,Gasolina,Manual,178689,Usado,12868.92,E-Class
1052,Mercedes,2010,2,Gasolina,Manual,76118,Usado,8178.85,E-Class
1053,Toyota,2007,1.8,Gasolina,Manual,86523,Usado,4105.75,Corolla
1054,Audi,2005,3.2,Gasolina,Manual,154325,Usado,7376.72,A3
1055,Toyota,2000,1.5,Hibrido,Automatico,132487,Usado,6955.56,Prius
1056,BMW,2000,4.4,Gasolina,Manual,165681,Usado,11568.07,X5
1057,Honda,2022,2,Gasolina,Manual,24298,Usado,27719.05,Accord
1058,Mercedes,2007,5.4,Gasolina,Automatico,104954,Usado,13432.2,E-Class
1060,Toyota,2015,2.5,Gasolina,Manual,77953,Usado,11193,Camry
1061,Mercedes,2010,3,Diesel,Manual,133813,Usado,14057.56,C-Class
1064,Ford,2005,4,Gasolina,Automatico,151951,Usado,5877.45,Explorer
1066,Honda,2021,2.4,Gasolina,Automatico,11764,Usado,26027.06,CR-V
1067,Toyota,2018,1.8,Hibrido,Automatico,36278,Usado,17410.14,Prius
1069,Toyota,2011,2,Gasolina,Automatico,71613,Usado,12475.79,RAV4
1070,Mercedes,2010,2.1,Diesel,Automatico,83777,Usado,8455.87,C-Class
1072,Mercedes,2022,4,Gasolina,Manual,24918,Usado,51544.49,GLC
1073,Ford,2015,2,Gasolina,Automatico,79208,Usado,11383.69,Explorer
1075,Audi,2012,3.6,Gasolina,Automatico,53971,Usado,16792.43,Q7
1076,Toyota,2022,2.5,Hibrido,Automatico,17213,Usado,31355.27,RAV4
1077,Honda,2020,1,Gasolina,Automatico,38057,Usado,14671.25,Civic
1078,BMW,2020,2,Gasolina,Manual,47547,Usado,32243.13,X3
1080,Toyota,2001,1.8,Gasolina,Automatico,179563,Usado,8368.48,Corolla
1082,Audi,2005,2.7,Diesel,Manual,106156,Usado,4923.2,A4
1083,BMW,2022,2,Gasolina,Automatico,20917,Usado,48213.33,3 Series
1087,Mercedes,2003,5,Gasolina,Manual,114536,Usado,6453.61,E-Class
1088,Mercedes,2019,2.1,Diesel,Automatico,20456,Usado,23499.97,C-Class
1089,Honda,2001,1.3,Gasolina,Automatico,133953,Usado,5457.54,Fit
1090,BMW,2004,3.2,Gasolina,Manual,159812,Usado,8485.9,3 Series
1093,Honda,2019,1.5,Hibrido,Automatico,22887,Usado,11166.83,Fit
1094,Audi,2005,1.2,Gasolina,Automatico,124005,Usado,6352.71,A3
1095,Honda,2017,3.5,Gasolina,Automatico,64993,Usado,22048.47,Accord
1097,Ford,2018,5,Gasolina,Manual,65902,Usado,31096.04,Mustang
1098,Ford,2011,1.6,Diesel,Manual,87380,Usado,8114.96,Fiesta
1100,Ford,2001,4.6,Gasolina,Manual,110498,Usado,4546.28,Mustang
1105,Tesla,2020,NA,Electrico,Automatico,42334,Usado,43456.64,Model S
1106,BMW,2023,2,Gasolina,Automatico,6246,Usado,43569.63,5 Series
1108,Honda,2021,1.2,Gasolina,Automatico,10572,Usado,21006.37,Fit
1109,Honda,2002,1.3,Gasolina,Manual,121037,Usado,4551.83,Fit
1111,Ford,2015,2.3,Gasolina,Automatico,73606,Usado,15457.26,Mustang
1112,Ford,2020,3.3,Hibrido,Automatico,55124,Usado,24669.8,Explorer
1113,Tesla,2023,NA,Electrico,Automatico,13740,Usado,45398.98,Model Y
1114,Toyota,2000,2.2,Gasolina,Manual,169132,Usado,7388.66,Camry
1116,Audi,2002,1.6,Gasolina,Automatico,135781,Usado,6893.71,A3
1117,BMW,2019,3,Diesel,Manual,37180,Usado,33925.98,X5
1120,Toyota,2018,3.5,Gasolina,Manual,32096,Usado,14902.93,Camry
1121,Toyota,2014,2.5,Gasolina,Manual,60900,Usado,8635.02,Camry
1122,Tesla,2017,NA,Electrico,Automatico,57619,Usado,62550.05,Model X
1123,Mercedes,2010,3.5,Hibrido,Automatico,98298,Usado,12314.01,E-Class
1126,BMW,2021,3,Diesel,Automatico,15152,Usado,42159.72,X3
1127,Toyota,2016,1.8,Hibrido,Automatico,22824,Usado,14302.26,Prius
1128,Toyota,2004,1.5,Hibrido,Automatico,124005,Usado,6510.24,Prius
1129,Audi,2011,1.4,Gasolina,Automatico,105738,Usado,14855.07,A3
1130,BMW,2010,2.5,Gasolina,Manual,109942,Usado,10261.22,X3
1131,Toyota,2014,2.5,Hibrido,Automatico,54168,Usado,10033.46,RAV4
1133,Honda,2000,2,Gasolina,Automatico,122636,Usado,4421.33,Accord
1134,Ford,2019,2,Diesel,Automatico,35844,Usado,10819.76,Focus
1135,Toyota,2015,2,Diesel,Manual,81485,Usado,13198,RAV4
1136,Audi,2001,1.8,Gasolina,Manual,134464,Usado,6869.42,A4
1137,Honda,2001,2,Gasolina,Manual,159957,Usado,6310.06,Accord
1139,BMW,2007,5,Gasolina,Automatico,103565,Usado,11749.05,5 Series
1140,Tesla,2023,NA,Electrico,Automatico,27568,Usado,43786.82,Model 3
1141,Mercedes,2014,1.8,Gasolina,Manual,99916,Usado,24478.94,C-Class
1142,Honda,2006,3,Gasolina,Automatico,129370,Usado,8952.76,Accord
1144,Toyota,2008,1.5,Hibrido,Automatico,84081,Usado,7161.66,Prius
1145,BMW,2019,3,Diesel,Automatico,45388,Usado,40602.16,X5
1146,Ford,2000,4.6,Gasolina,Manual,132660,Usado,6604.13,Mustang
1147,Honda,2007,2.4,Gasolina,Manual,140572,Usado,9326.55,Accord
1148,Toyota,2022,2,Gasolina,Automatico,16182,Usado,25696.3,Camry
1149,Audi,2022,2.9,Gasolina,Automatico,12546,Usado,36888.1,A4
1151,BMW,2003,3,Gasolina,Manual,116944,Usado,6694.44,X5
1152,Honda,2014,2.4,Gasolina,Automatico,95143,Usado,15510.02,CR-V
1153,Honda,2005,1.2,Gasolina,Automatico,126326,Usado,5057.1,Fit
1154,Ford,2014,1.4,Diesel,Manual,67031,Usado,6419.27,Fiesta
1155,Ford,2020,5,Gasolina,Manual,41904,Usado,24450.41,Mustang
1157,Mercedes,2020,2,Hibrido,Automatico,50670,Usado,37343.4,C-Class
1158,Audi,2020,2,Diesel,Manual,60754,Usado,49267.5,Q7
1159,Toyota,2013,1.8,Hibrido,Automatico,83957,Usado,13609.68,Prius
1160,Toyota,2019,3.5,Gasolina,Automatico,57134,Usado,21957.68,Camry
1161,Audi,2013,6,Diesel,Automatico,59781,Usado,18317.47,Q7
1163,Audi,2011,6,Diesel,Manual,70768,Usado,20191.95,Q7
1164,Mercedes,2016,4,Gasolina,Manual,38694,Usado,30339.27,C-Class
1165,Mercedes,2006,2.5,Gasolina,Automatico,108132,Usado,11524.59,C-Class
1167,BMW,2002,1.6,Gasolina,Manual,169132,Usado,9184.88,3 Series
1169,Ford,2014,2,Gasolina,Automatico,108905,Usado,17620.02,Explorer
1170,Mercedes,2017,3,Diesel,Automatico,63856,Usado,44552.16,GLC
1171,Mercedes,2018,2,Hibrido,Automatico,38216,Usado,31637.04,C-Class
1172,Mercedes,2000,6,Gasolina,Automatico,113041,Usado,6619.32,E-Class
1174,Tesla,2022,NA,Electrico,Automatico,10788,Usado,63826.92,Model S
1175,Toyota,2001,3,Gasolina,Automatico,127690,Usado,5310.47,Camry
1177,Ford,2013,1,Gasolina,Automatico,88511,Usado,10291.49,Focus
1178,Ford,2005,4.6,Gasolina,Manual,131130,Usado,6462.05,Mustang
1181,BMW,2020,3,Hibrido,Automatico,59973,Usado,49450.26,X5
1183,Mercedes,2002,2.6,Gasolina,Manual,104422,Usado,5442.17,E-Class
1184,Honda,2018,1.5,Hibrido,Automatico,58214,Usado,19327.43,Fit
1185,BMW,2013,1.5,Gasolina,Automatico,54168,Usado,11594,3 Series
1186,BMW,2019,4.4,Gasolina,Automatico,27108,Usado,25643.8,5 Series
1187,Ford,2016,1,Gasolina,Manual,20703,Usado,8102.28,Focus
1189,Tesla,2023,NA,Electrico,Automatico,26238,Usado,50259.18,Model Y
1190,Mercedes,2013,2.2,Diesel,Manual,108724,Usado,26681.05,C-Class
1192,Toyota,2022,2.2,Diesel,Manual,23371,Usado,32817.92,RAV4
1193,Mercedes,2021,4,Gasolina,Manual,28156,Usado,72417.78,E-Class
1195,Ford,2018,2.3,Gasolina,Automatico,68377,Usado,33370.26,Mustang
1196,Mercedes,2013,1.8,Gasolina,Manual,87334,Usado,25200.2,E-Class
1198,Honda,2002,2.2,Diesel,Manual,171401,Usado,6953.81,CR-V
1200,Ford,2018,2.3,Gasolina,Manual,37178,Usado,23141.51,Mustang
1201,Honda,2008,3.5,Gasolina,Automatico,111696,Usado,7627.22,Accord
1202,Ford,2019,1.5,Diesel,Automatico,68350,Usado,13442.05,Fiesta
1203,Audi,2012,1.4,Gasolina,Automatico,84649,Usado,10426.37,A3
1204,BMW,2006,3,Gasolina,Automatico,134239,Usado,13155.42,X3
1205,Audi,2013,2.5,Gasolina,Automatico,109438,Usado,15631.88,A3
1206,Mercedes,2008,2.5,Gasolina,Manual,138065,Usado,14567.79,C-Class
1207,Honda,2022,1.6,Diesel,Manual,9823,Usado,23700.85,CR-V
1208,Mercedes,2018,3,Diesel,Automatico,56381,Usado,41270.04,GLC
1209,BMW,2014,2,Diesel,Automatico,81591,Usado,24042.62,5 Series
1210,Ford,2019,5,Gasolina,Automatico,34263,Usado,23451.16,Mustang
1211,BMW,2013,3,Gasolina,Manual,76836,Usado,22050.81,X5
1212,Toyota,2023,2.5,Diesel,Automatico,7553,Usado,26486.93,RAV4
1213,BMW,2005,2,Gasolina,Manual,151477,Usado,7860.77,3 Series
1214,Toyota,2020,2.5,Diesel,Manual,38225,Usado,19373.88,RAV4
1215,BMW,2003,3.5,Gasolina,Automatico,159414,Usado,10708.65,5 Series
1217,Toyota,2016,2.2,Diesel,Manual,68573,Usado,26657.45,RAV4
1218,Honda,2008,2,Gasolina,Automatico,135061,Usado,11031.43,CR-V
1219,Mercedes,2000,3.2,Gasolina,Manual,122553,Usado,6973.39,C-Class
1220,Mercedes,2023,3,Hibrido,Automatico,15770,Usado,47589.83,GLC
1221,Audi,2019,2.5,Gasolina,Manual,56105,Usado,16422.82,A3
1223,Ford,2010,1.6,Diesel,Automatico,87245,Usado,3530.37,Fiesta
1225,BMW,2002,3,Gasolina,Automatico,161987,Usado,11758.65,X5
1226,Audi,2008,3.2,Gasolina,Manual,130365,Usado,14174.14,Q5
1227,Ford,2013,2,Gasolina,Automatico,69756,Usado,9398.73,Explorer
1228,Ford,2008,1.4,Gasolina,Automatico,91843,Usado,3771.77,Fiesta
1229,Toyota,2003,1.5,Hibrido,Automatico,145397,Usado,7633.33,Prius
1230,Mercedes,2003,2.5,Gasolina,Automatico,106771,Usado,5872.11,C-Class
1231,Honda,2007,3,Gasolina,Manual,103337,Usado,6666.91,Accord
1232,Honda,2001,2.3,Gasolina,Manual,119299,Usado,4023.06,Accord
1233,Audi,2008,4.2,Gasolina,Automatico,101359,Usado,9628.37,A4
1235,Honda,2021,1.5,Gasolina,Manual,23398,Usado,24623.44,Fit
1236,BMW,2008,5,Gasolina,Manual,79145,Usado,7607.98,5 Series
1237,Honda,2023,2,Gasolina,Manual,8377,Usado,19215.78,Civic
1238,Audi,2022,3,Diesel,Manual,14808,Usado,43592.64,Q5
1239,Honda,2015,2.4,Gasolina,Manual,95672,Usado,12447.83,Accord
1240,BMW,2016,4.4,Gasolina,Manual,41383,Usado,36354.61,X5
1241,Toyota,2015,2,Diesel,Manual,60024,Usado,10336.49,RAV4
1243,Audi,2002,1.9,Diesel,Manual,161698,Usado,8741.71,A4
1244,Toyota,2010,1.8,Hibrido,Automatico,90096,Usado,7657.9,Prius
1245,Toyota,2013,2.5,Gasolina,Automatico,53821,Usado,7951.85,Camry
1246,Toyota,2017,3.5,Gasolina,Automatico,44413,Usado,18752.03,Camry
1247,Ford,2020,1.1,Gasolina,Automatico,69528,Usado,13590.47,Fiesta
1248,Tesla,2020,NA,Electrico,Automatico,39203,Usado,30672.89,Model 3
1250,Tesla,2015,NA,Electrico,Automatico,51059,Usado,58416.95,Model X
1251,Ford,2019,5.2,Gasolina,Manual,28124,Usado,20634.24,Mustang
1254,Toyota,2011,1.8,Hibrido,Automatico,88253,Usado,14135.96,Prius
1255,Audi,2000,1.8,Gasolina,Manual,165841,Usado,7880.54,A3
1256,Mercedes,2020,4,Gasolina,Manual,68185,Usado,44240.81,GLC
1257,BMW,2008,3,Diesel,Manual,108145,Usado,12861.26,X5
1258,BMW,2008,2,Diesel,Manual,117664,Usado,13257.35,5 Series
1262,Ford,2001,1.2,Gasolina,Manual,143983,Usado,2470.94,Fiesta
1263,Toyota,2023,3.5,Gasolina,Manual,17180,Usado,24871.82,Camry
1264,Honda,2000,2,Gasolina,Manual,161494,Usado,6396.53,CR-V
1266,Ford,2012,2,Gasolina,Automatico,81359,Usado,9290.26,Focus
1268,Toyota,2014,1.8,Hibrido,Automatico,72431,Usado,12197.83,Prius
1270,BMW,2011,2,Diesel,Automatico,91020,Usado,21932.07,X3
1271,Audi,2021,3,Gasolina,Automatico,19930,Usado,42160.29,A4
1272,Ford,2011,1.6,Diesel,Manual,67476,Usado,6456.31,Fiesta
1273,Toyota,2013,1.8,Hibrido,Automatico,73650,Usado,12347.08,Prius
1276,BMW,2008,2,Gasolina,Manual,89469,Usado,8350.43,X3
1277,Mercedes,2018,1.6,Gasolina,Automatico,42854,Usado,33762.18,C-Class
1278,Ford,2019,3.7,Gasolina,Manual,55828,Usado,28306.35,Mustang
1279,Audi,2021,2,Gasolina,Manual,29515,Usado,46670.52,A4
1280,Audi,2007,1.2,Gasolina,Automatico,106071,Usado,7987.42,A3
1281,Audi,2020,3,Gasolina,Manual,41283,Usado,28601.62,Q5
1283,Ford,2005,5.4,Gasolina,Manual,114906,Usado,4955.53,Mustang
1285,Honda,2018,2,Hibrido,Automatico,51059,Usado,19122.32,Accord
1287,BMW,2022,2,Hibrido,Automatico,16454,Usado,56431.98,5 Series
1288,Toyota,2006,1.5,Hibrido,Automatico,137611,Usado,11577.89,Prius
1291,Toyota,2011,1.8,Hibrido,Automatico,86689,Usado,13944.45,Prius
1292,Honda,2012,2.2,Gasolina,Automatico,93752,Usado,12851.83,Accord
1295,Ford,2011,2,Gasolina,Automatico,81038,Usado,11768.05,Explorer
1296,Audi,2001,4.2,Gasolina,Automatico,110885,Usado,5510.77,A4
1297,Mercedes,2023,1.3,Gasolina,Manual,13335,Usado,36000.87,GLA
1298,Toyota,2001,1.5,Hibrido,Automatico,160313,Usado,8416.44,Prius
1299,Tesla,2022,NA,Electrico,Automatico,26612,Usado,50404.54,Model Y
1302,Toyota,2007,3.5,Gasolina,Manual,116664,Usado,8904.47,RAV4
1303,Toyota,2022,1.8,Gasolina,Manual,9609,Usado,23474.94,Corolla
1304,Toyota,2005,3.3,Gasolina,Manual,134793,Usado,5457.13,Camry
1305,Toyota,2005,1.8,Gasolina,Manual,153612,Usado,6185.84,Corolla
1306,Tesla,2021,NA,Electrico,Automatico,12457,Usado,35559.93,Model 3
1307,Tesla,2017,NA,Electrico,Automatico,35554,Usado,39469.9,Model S
1308,Honda,2016,2.4,Gasolina,Manual,58942,Usado,22124.93,CR-V
1311,Ford,2007,2,Gasolina,Manual,122314,Usado,5115.7,Fiesta
1313,Ford,2009,4,Gasolina,Automatico,155976,Usado,11682.63,Explorer
1314,Mercedes,2000,6.3,Gasolina,Manual,118671,Usado,6867.07,E-Class
1316,Ford,2016,2.3,Gasolina,Automatico,37678,Usado,11099.89,Focus
1318,Ford,2007,1.3,Gasolina,Automatico,96573,Usado,4020.07,Fiesta
1319,Honda,2013,2.4,Gasolina,Automatico,84333,Usado,11555.75,Civic
1320,BMW,2002,4.4,Gasolina,Manual,121694,Usado,7169.43,X5
1323,Audi,2019,1.2,Gasolina,Manual,86231,Usado,22995.93,A3
1324,Toyota,2023,2,Gasolina,Manual,23459,Usado,27383.71,Camry
1325,BMW,2016,2,Gasolina,Automatico,48690,Usado,33627.32,3 Series
1328,Ford,2016,2.3,Gasolina,Manual,69963,Usado,32220.47,Mustang
1329,BMW,2013,2,Gasolina,Automatico,109433,Usado,26121.02,X3
1330,Audi,2016,4,Gasolina,Manual,33554,Usado,32403.64,Q7
1332,Toyota,2010,2.5,Gasolina,Manual,144411,Usado,11481.03,RAV4
1333,Toyota,2019,1.8,Hibrido,Automatico,66564,Usado,24406.29,Corolla
1335,Audi,2006,1.9,Diesel,Manual,112540,Usado,10567.48,A4
1336,Ford,2020,2.3,Gasolina,Automatico,38980,Usado,11298.75,Focus
1338,Toyota,2016,2.5,Diesel,Automatico,48049,Usado,22818.44,RAV4
1339,Mercedes,2009,2.1,Diesel,Manual,135919,Usado,17747.08,E-Class
1340,BMW,2010,4.8,Gasolina,Automatico,103039,Usado,11668.01,5 Series
1341,Mercedes,2021,1.5,Gasolina,Manual,11905,Usado,49666.5,E-Class
1343,Honda,2008,1.8,Gasolina,Automatico,98976,Usado,6290.52,Civic
1344,Audi,2023,NA,Electrico,Automatico,11232,Usado,25717.63,A3
1345,Ford,2004,1.4,Gasolina,Automatico,133099,Usado,2267.97,Fiesta
1346,Honda,2016,2.4,Gasolina,Manual,29126,Usado,14372.65,CR-V
1347,Toyota,2008,2.5,Gasolina,Automatico,99831,Usado,7183.51,Camry
1348,Mercedes,2016,6.2,Gasolina,Manual,53483,Usado,42192.06,E-Class
1349,Mercedes,2023,2,Diesel,Manual,17661,Usado,39115.84,GLA
1350,Audi,2020,3,Diesel,Manual,39775,Usado,36260.34,Q7
1353,BMW,2022,3,Diesel,Automatico,22613,Usado,67890.86,X5
1354,Audi,2008,3.6,Gasolina,Automatico,140526,Usado,17838.89,Q7
1355,BMW,2006,3,Diesel,Automatico,104562,Usado,12952.55,X5
1357,Audi,2010,4.2,Diesel,Manual,115675,Usado,14338.65,Q7
1359,Audi,2018,2,Diesel,Manual,44060,Usado,38917.19,Q7
1361,BMW,2012,1.6,Gasolina,Automatico,105503,Usado,25069.66,3 Series
1362,BMW,2013,4.4,Gasolina,Manual,87688,Usado,25306.35,X5
1363,Audi,2012,3.2,Gasolina,Automatico,95361,Usado,23412.25,Q5
1364,Honda,2000,1.5,Gasolina,Manual,114360,Usado,4217.98,Fit
1368,Ford,2011,4,Gasolina,Manual,77685,Usado,15536.93,Mustang
1369,BMW,2007,4.8,Gasolina,Manual,80256,Usado,8770.9,X5
1370,BMW,2007,4.8,Gasolina,Manual,121588,Usado,14832.9,X5
1371,Honda,2020,1.5,Gasolina,Manual,20944,Usado,12188.71,Accord
1372,Ford,2012,2.3,Gasolina,Automatico,92540,Usado,10855.58,Focus
1373,Ford,2011,1.4,Gasolina,Automatico,78872,Usado,7776.3,Fiesta
1374,Audi,2015,1.2,Gasolina,Automatico,101778,Usado,14023.41,A3
1375,BMW,2000,3,Gasolina,Automatico,114749,Usado,6605.1,5 Series
1376,Ford,2012,3.7,Gasolina,Manual,71156,Usado,14231.28,Mustang
1378,Honda,2004,1.2,Gasolina,Manual,121592,Usado,4579.6,Fit
1381,Tesla,2022,NA,Electrico,Automatico,5173,Como Nuevo,31594.34,Model 3
1383,Honda,2014,2,Gasolina,Manual,94962,Usado,14744.33,CR-V
1384,Mercedes,2022,1.3,Gasolina,Automatico,24471,Usado,46220.1,GLA
1385,Ford,2016,2,Gasolina,Automatico,66388,Usado,15484.73,Focus
1386,BMW,2014,3,Hibrido,Automatico,81735,Usado,18830.56,3 Series
1387,Honda,2019,2,Hibrido,Automatico,59335,Usado,23338.52,CR-V
1388,Audi,2017,2,Diesel,Manual,47683,Usado,30696.31,Q5
1389,Mercedes,2017,2.1,Diesel,Manual,47426,Usado,34149.34,C-Class
1390,Honda,2001,1.4,Gasolina,Automatico,162260,Usado,6418.64,Civic
1391,Toyota,2003,1.5,Hibrido,Automatico,119793,Usado,6289.14,Prius
1392,Toyota,2000,1.6,Gasolina,Automatico,141042,Usado,5587.7,Corolla
1394,BMW,2017,3,Diesel,Automatico,43802,Usado,32107.41,X3
1395,Ford,2004,2,Gasolina,Automatico,140029,Usado,4551.86,Focus
1397,BMW,2014,3,Diesel,Automatico,64003,Usado,15785.69,X3
1398,BMW,2007,3,Diesel,Automatico,148546,Usado,19726.14,X5
1399,BMW,2019,1.6,Gasolina,Automatico,58051,Usado,45860.1,5 Series
1400,Audi,2016,3,Gasolina,Manual,61909,Usado,49983.5,Q7
1403,Honda,2018,1.6,Diesel,Manual,60421,Usado,18892.65,Civic
1404,Toyota,2014,1.8,Gasolina,Automatico,70435,Usado,9518.51,Corolla
1405,BMW,2008,3,Gasolina,Manual,144012,Usado,14281.42,3 Series
1408,Toyota,2008,1.8,Gasolina,Automatico,118112,Usado,7390.9,Corolla
1409,Mercedes,2009,2.2,Diesel,Manual,77982,Usado,7357.89,C-Class
1410,Ford,2001,3.8,Gasolina,Automatico,174690,Usado,11032.27,Mustang
1411,Audi,2018,4,Gasolina,Automatico,53209,Usado,46818.91,Q7
1412,Mercedes,2010,4.7,Gasolina,Automatico,90161,Usado,10947.11,E-Class
1413,Toyota,2012,2.4,Gasolina,Automatico,67082,Usado,8990.45,Corolla
1414,Mercedes,2009,3,Diesel,Manual,137863,Usado,18058.13,E-Class
1417,Toyota,2018,1.8,Gasolina,Manual,20321,Usado,13070.59,Corolla
1418,Mercedes,2021,1.6,Diesel,Automatico,29237,Usado,62199.04,C-Class
1419,Audi,2008,1.8,Gasolina,Automatico,98462,Usado,7188.51,A3
1420,Audi,2006,4.2,Gasolina,Manual,97549,Usado,8693.62,A4
1421,Honda,2002,2,Gasolina,Manual,185398,Usado,7741.13,Accord
1422,Mercedes,2019,1.6,Diesel,Automatico,49378,Usado,36751.42,C-Class
1423,BMW,2005,2.5,Gasolina,Manual,109333,Usado,7104.74,X3
1424,Mercedes,2020,3,Diesel,Automatico,51530,Usado,43331.99,E-Class
1426,Toyota,2005,3.3,Gasolina,Manual,137330,Usado,5599.84,Camry
1427,Toyota,2002,1.8,Gasolina,Manual,135422,Usado,4935.24,Corolla
1431,Ford,2016,2.3,Gasolina,Manual,23415,Usado,8496.74,Focus
1433,Audi,2011,3,Diesel,Automatico,66752,Usado,14017.98,A4
1435,Toyota,2010,1.8,Hibrido,Automatico,146749,Usado,12331.8,Prius
